Ineks;pierwsza;Druga;Trzecia;Czwarta;Cyfra
118;0.65673013175991646;0.45543189896561787;0.45721583113485081;0.46379618470249323;1
119;0.63573433469896479;0.42797355517838825;0.42877763361944715;0.43241842600256725;1
120;0.64051205659874488;0.2722179512956926;0.27033678173358738;0.26772072187535162;1
121;0.67431140037116222;0.26748323824275977;0.26880716274571259;0.25473205012745614;1
122;0.66361154725549021;0.4427068901483952;0.44254981435990925;0.43325055369157006;1
123;0.64997961275474758;0.45914935929311801;0.45838267984931769;0.44864211101332757;1
124;0.66813121607418624;0.2698767740673072;0.26901659713036047;0.27008433850209213;1
125;0.69553907121511682;0.26229225742327261;0.26378447741388888;0.25933212679025819;1
126;0.69446571999379636;0.43601246963911422;0.43261664068803762;0.43127214673659264;1
127;0.74634747894072406;0.46763145187135785;0.46469563058656144;0.4754048334515481;1
128;0.81474089517730275;0.30586582912921273;0.30302350533756267;0.3077638282400843;1
129;0.82318371880842112;0.27673201026479993;0.26645850571787544;0.26549922143819354;1
130;0.81395364628501021;0.47702047013311755;0.47764129348760953;0.46525287564571388;1
131;0.835852629129756;0.52272765463265813;0.52077168707603583;0.50610567030109421;1
132;0.83670345631738807;0.33361588509505902;0.33315213752905298;0.3326192018181186;1
133;0.81510179550084783;0.3088128701131867;0.30756374360475103;0.3120460134261886;1
134;0.78793890379196085;0.4768671342443575;0.47444741912172911;0.4708664651342227;1
135;0.77866395247183962;0.48224698000000032;0.48175331323618747;0.48748470956606071;1
136;0.79828533638353949;0.33303246073782561;0.33054168752040597;0.32835197623091772;1
137;0.76109951340936022;0.28295520340862318;0.27987726593424422;0.28682412967502047;1
138;0.75046697848875366;0.45551978660917547;0.4550036804470074;0.45305706263969975;1
139;0.73706691777101407;0.4578441342887945;0.46259380694063074;0.44613824814686742;1
140;0.74931695932305309;0.27546792415746085;0.27516499227966656;0.26912879412213614;1
141;0.74567803688979595;0.27126053696587366;0.27014230694784291;0.27654314532864427;1
142;0.73958948013610348;0.45482416526016639;0.45146947520607417;0.45517384588453386;1
143;0.71618892755142693;0.46162517291163424;0.46181216789792701;0.46863187504802412;1
144;0.70956930503666304;0.26894553903556923;0.26527295750477931;0.26181542020822607;1
145;0.71218536489489881;0.26817137979231714;0.26964677023416705;0.25966123796613344;1
146;0.68180241952205034;0.42827461710631959;0.43147036142206296;0.42435707214348617;1
147;0.67565776427247004;0.43953732513073285;0.43806567458860879;0.43912406621102584;1
148;0.67513791821057623;0.26730746295564461;0.26603776699871673;0.2586327655415232;1
149;0.64804982449620629;0.23888796493887016;0.23675809204499557;0.22887812332261845;1
150;0.629447563259802;0.41734289020764453;0.41481284804310342;0.40885892767954179;1
151;0.60440519469547493;0.43268956873269176;0.43545896447968763;0.42074619895817289;1
152;0.59392973556335427;0.2430093344367627;0.24765989974586378;0.24705403599027523;1
153;0.57363329975113753;0.23557067388203651;0.23822413273753085;0.23909552937365514;1
154;0.56190871411058119;0.3956701712963131;0.39488292240402056;0.39401152576789628;1
155;0.54360564485224527;0.39913144849259219;0.39597684307383324;0.38908981772867068;1
156;0.56131594000403306;0.23343519113857314;0.23370633386869766;0.23174475646248655;1
157;0.54221627210409007;0.21821005935461621;0.21504797413640556;0.22419389891598471;1
158;0.52466492269065113;0.39141416540828977;0.3896844617850817;0.38941705895468304;1
159;0.50381498171900785;0.38043381981317859;0.38242905631692242;0.37570284665997167;1
160;0.51550777821189442;0.21594555007061084;0.21426446514383887;0.21228044833927265;1
161;0.51809017897259757;0.21019358429224538;0.21199808590997057;0.21356510389510394;1
162;0.50070338514709622;0.37376370865211567;0.37296524006064558;0.36690286260503413;1
163;0.50013866028849208;0.39298118339342314;0.39479316481060001;0.40291622701515772;1
164;0.50903401178643892;0.20391803255226018;0.20233418501836048;0.20112245750718336;1
165;0.51828091385861619;0.19592586683810742;0.19676547432656194;0.20007528558394388;1
166;0.5206501403349455;0.38328549335414325;0.38037024151783905;0.37875834473599546;1
167;0.50549980654550564;0.39122343052227115;0.38652424651673395;0.37686969537443848;1
168;0.5178171662926101;0.22038855094492693;0.21830729674748844;0.21280029440116652;1
169;0.5345663072148531;0.20047358490474745;0.20008650528312144;0.20815533894165425;1
170;0.53251310226535853;0.37695010321854439;0.37538869508299982;0.37340093837870769;1
171;0.53185114001388212;0.39273061011179083;0.38989763606945543;0.40302281415734459;1
172;0.55017103882098428;0.22935683048752795;0.22865933918865591;0.22282696556618459;1
173;0.55580145785825941;0.22750558012322958;0.2225969617330445;0.22168255625007285;1
174;0.55364727561616678;0.38359590503138924;0.38406152254725823;0.38394371570589381;1
175;0.56273710189985815;0.41076066669013922;0.40772573806260765;0.41175921991694259;1
176;0.56412647464801335;0.22928203249301082;0.22834518761168407;0.22523920088936125;1
177;0.58183302990007524;0.22881080512755306;0.22949146687765873;0.22659865443970967;1
178;0.5746486825267072;0.40674962423415945;0.41047830426083715;0.40735361803988507;1
179;0.5757014642995355;0.40124075193797459;0.39393672777337918;0.39006032170753013;1
180;0.58867330649866456;0.24440431703450674;0.24339454410852582;0.2362457257825534;1
181;0.59568000863505455;0.23616157803872165;0.23643085081898324;0.23238988916519659;1
182;0.59256093226369122;0.40673279468539308;0.4057940798542034;0.39561968265001407;1
183;0.58327850114411828;0.41725126266436108;0.41577774217237412;0.39450893243143503;1
184;0.59487780014385849;0.24017075054483852;0.24055222031687579;0.2433272259134604;1
185;0.61486943412841799;0.24209866885351694;0.23981919997060813;0.24478391685668105;1
186;0.60090090865234846;0.40512650775313824;0.4011753036927721;0.40254597694229804;1
187;0.59685059724924716;0.41414153604231241;0.41093083212766562;0.41044277521344152;1
188;0.60743264352355475;0.2521440395171643;0.2462817466968861;0.2456403538939019;1
189;0.61899454352603644;0.23209817698657986;0.23557441378176239;0.23307803071475397;1
190;0.61478341643472334;0.41691093178930827;0.41751492559503389;0.40895616507241406;1
191;0.61206824923375247;0.43072051152702895;0.42782769908907992;0.42617279346038894;1
192;0.61793428195375644;0.25281348156809236;0.25041059599423032;0.25273868357357526;1
193;0.63588767058772477;0.25499945295785481;0.25245445119441029;0.25855609759714321;1
194;0.62326924891268909;0.42235809574001654;0.42522472887988461;0.42183824967812261;1
195;0.61225524422004518;0.42629808010120507;0.42743687956772802;0.41808713025308974;1
196;0.62281859099572345;0.26106931021291796;0.25831487406482551;0.24934659452222452;1
197;0.63004968711566467;0.25343243497272144;0.25012075376547654;0.23823909233643428;1
198;0.62179198852097617;0.43130767578398826;0.43104401285331545;0.42148108925430344;1
199;0.61126417079269357;0.41717459471998108;0.41905389433222334;0.42065083151516358;1
200;0.61184198530033818;0.25830365436564795;0.25432627100720084;0.25974538570996519;1
0;0.6226334659592937;0.24259233561732985;0.24647061163304179;0.25479001857320688;1
1;0.62541408140546706;0.42606620631820202;0.42577075423985949;0.41128051275203309;1
2;0.61789314305677201;0.42927317033312296;0.42515741068481921;0.4181712779969215;1
3;0.62515789827424595;0.24826950340117818;0.24421358214848812;0.24461001151942877;1
4;0.62924373872474293;0.24512424773173389;0.24358527899454444;0.23779965411864629;1
5;0.61996504750489589;0.41850786897224851;0.42260866902164884;0.42031985038942538;1
6;0.6198154515158617;0.42616157376121133;0.42358291290023414;0.42176532163346847;1
7;0.61818859513511459;0.26042417751020791;0.25485733676827232;0.25116231583912724;1
8;0.63696102180904535;0.24378162373015183;0.24136377855738639;0.23407845389142026;1
9;0.63444406929354469;0.4324950939469473;0.43035774125362097;0.42664776072557253;1
10;0.62205752140151194;0.42702362064802102;0.42970699870132217;0.43787306975272722;1
11;0.62670808671061295;0.25213842966757549;0.24903618284497853;0.25543702122577988;1
12;0.62715126482812689;0.24909789119045514;0.24774591743955846;0.25188785638594319;1
13;0.63167841344627473;0.41557391763731499;0.41831713408622984;0.41601896570469177;1
14;0.62225760603684521;0.42568847644589064;0.42533131602207147;0.41051383330823277;1
15;0.62975049513759629;0.26335438894541552;0.2604914957052733;0.25662817928846476;1
16;0.63096035269891049;0.24621442850182071;0.24263347451431425;0.24502701033886165;1
17;0.62705215748539167;0.4307317312262065;0.42938349737503567;0.42520602938125535;1
18;0.62205191155192319;0.41475487959735269;0.41650702261891592;0.40987618040497448;1
19;0.62402844855703765;0.24550571750377112;0.24659215837413209;0.23901512152954926;1
20;0.63582596224224819;0.24722046152807578;0.24886788735731505;0.24044937307441475;1
21;0.62753834444975287;0.42463195477333654;0.42223654899892621;0.42806331277180876;1
22;0.62259045711244632;0.43016139651801361;0.4298304153922754;0.4287009656750671;1
23;0.61870470129728261;0.24529815306898614;0.24265965381239524;0.2408981610415174;1
24;0.63288453110786302;0.25242079209687757;0.2530434854012325;0.24989448983206231;1
25;0.61546407818482907;0.42181394032990455;0.42252265132795414;0.42535001552070073;1
26;0.59250857366752918;0.41846299017553823;0.41600026620606251;0.42592409012861954;1
27;0.63942748567824692;0.27686664665493071;0.27504718543830214;0.27332870151427163;1
28;0.6419014293469002;0.25027969950382539;0.24877438986416867;0.25738924888267634;1
29;0.62375169597732438;0.42726858408006452;0.42118563717596086;0.42406722991473239;1
30;0.62068123830239719;0.42337908836517502;0.42094254369378026;0.41111595716409549;1
31;0.63559782835897105;0.26297104922351539;0.26315991415967105;0.25711062635310011;1
32;0.64432862426898019;0.2650971822176641;0.26252039130654981;0.26618175313816217;1
33;0.63207671276707833;0.42972943809967729;0.42791558673263747;0.42732468257595235;1
34;0.6221547587943842;0.43029603290814439;0.42999684093007595;0.41248476046375854;1
35;0.62234362373053986;0.25632711736053343;0.25428513211021642;0.249799122389053;1
36;0.62520651697068208;0.25081076526489687;0.25087060366051056;0.23863552170737493;1
37;0.62437999913126807;0.43272883767981324;0.43732143454316358;0.43324681379184421;1
38;0.60433787650040949;0.41976260533027293;0.41923527946892736;0.41824233609171274;1
39;0.61566416282016234;0.25144093836870346;0.2555473482676926;0.24907171189237415;1
40;0.63108937923945252;0.26362740162540299;0.25706387760652694;0.24831625214775138;1
41;0.62090937218567432;0.43122165809029356;0.42878698336876175;0.42971073860104803;1
42;0.61936853349862198;0.43038392055170199;0.42730224317759724;0.43610783708212353;1
43;0.62747476615441333;0.25128760247994342;0.25078645591667881;0.24819283545679816;1
44;0.63651223384194267;0.25479749837265864;0.2566824078344897;0.2465734588755028;1
45;0.61516862610648648;0.41919040067221708;0.41837884243170648;0.41653881176658569;1
46;0.61343331263368961;0.41785899636981261;0.41342347529494822;0.42558001935384088;1
47;0.62391438161539914;0.25217769861469697;0.25622053021834656;0.25153256591198692;1
48;0.63215525066132128;0.24796283162365806;0.24348991155153513;0.24592271632320398;1
49;0.62155637483824733;0.42604376691984691;0.42687776455871262;0.42223093914933746;1
50;0.61844851816606161;0.42578945373848875;0.42269281676548054;0.43561417031831062;1
51;0.61641775261492215;0.25180557859197439;0.25095662135420521;0.2523890029492078;1
52;0.6241799144959348;0.25018620201067904;0.25003660602164479;0.24886601740745209;1
53;0.62332347745871397;0.42559310900288133;0.42509570233934257;0.41480349829378882;1
54;0.62782818667850671;0.42728915352855673;0.43194906858697241;0.41187515680844411;1
55;0.63077709761234357;0.25703395840872006;0.2528826697130207;0.24166110058559187;1
56;0.64748883953732794;0.25449456649486435;0.25108003804515844;0.2440565063600022;1
57;0.63362129135385648;0.43236980730613117;0.4344342319548033;0.43124783738837458;1
58;0.62038952612378051;0.41295598782921628;0.41092148237835102;0.41182279821228213;1
59;0.63314819403853584;0.24535986141446275;0.24548701800514183;0.24390130052137921;1
60;0.64617987463327864;0.25823446622071961;0.25849251930180367;0.25880667087877551;1
61;0.63447772839107741;0.42921707183723512;0.42333046966873888;0.42489000785442055;1
62;0.62872576261271196;0.42855510958575876;0.42959293175968361;0.43271200813104693;1
63;0.63097157239808799;0.24569645238978974;0.24829755264912209;0.24993936862877258;1
64;0.63326226098017435;0.24693996904863663;0.24109824567685065;0.24748973430833734;1
65;0.62681467385279988;0.41955317094562505;0.41814696864870343;0.41336363689933453;1
66;0.62503074168356687;0.42063213201653427;0.42384096598131815;0.40561830456708819;1
67;0.64204915538607144;0.25825690561907477;0.25823072632099375;0.25329218873300186;1
68;0.6418397210014235;0.24985335093507791;0.24901935329621216;0.2390730899753;1
69;0.64337868973861301;0.44089677868108124;0.4362219040237621;0.43964578222278261;1
70;0.62520651697068208;0.42119872682500137;0.42154279759978008;0.43037831070211319;1
71;0.63035822884304782;0.24093556003877595;0.24630979594483002;0.24521587527501734;1
72;0.63888707016786073;0.25771088025909988;0.25839902180865726;0.26095524327127934;1
73;0.62894267679681148;0.42240671443645261;0.42166995419045916;0.42396438267227138;1
74;0.62270452405408494;0.42018895389902045;0.42269281676548054;0.41423316358559586;1
75;0.63078457741179528;0.249204478332642;0.25192899528292761;0.24710452463657426;1
76;0.63859535798924405;0.25617004157204748;0.25229363550619849;0.25366991860531324;1
77;0.62547952965066955;0.43620320452513284;0.43472407418355707;0.43241655605270435;1
78;0.62489236539371029;0.41640417537645485;0.41147685748764051;0.40648409135362368;1
79;0.62156011473797312;0.24823958420337133;0.24639768358838762;0.24023058894045221;1
80;0.63799884398297013;0.25002538632246724;0.24902870304552682;0.24298128518881879;1
81;0.62329729816063295;0.42542855341494373;0.42500781469578497;0.4216606044411445;1
82;0.62109075732237828;0.42482268965935516;0.42131653366636579;0.42800908422578388;1
83;0.63302290739771971;0.24903992274470438;0.24883983810937113;0.24699045769493569;1
84;0.63797266468488911;0.25389618253872748;0.25920497019957911;0.25973042611106173;1
85;0.63078083751206937;0.42912357434408877;0.42853454013726655;0.4329083528666543;1
86;0.62470350045755452;0.41977756492917634;0.42113327857979888;0.40816143638066982;1
87;0.6331837230859314;0.26436977172098525;0.25881041077850137;0.25560718666330629;1
88;0.63256663963116533;0.25265640577960646;0.2546553821830761;0.24749534415792615;1
89;0.61479463613390095;0.4222141096005711;0.41859201671608021;0.42143621045759316;1
90;0.61483016518129652;0.41828347498869717;0.41545424084608762;0.40556033612133746;1
91;0.62328794841131829;0.24941204276742698;0.24807876851515956;0.24693622914891078;1
92;0.63102019109452412;0.27075752045274609;0.26811528129642931;0.26589939070886009;1
93;0.61966959542655331;0.41962983889000505;0.41985984272314519;0.42382600638241474;1
94;0.61840176941948832;0.41575530277401901;0.41411535674423144;0.39925112528381956;1
95;0.62763371189276218;0.24853690623157684;0.24999359717479749;0.24285973844772848;1
96;0.63052278443098542;0.25638882570601002;0.25912082245574736;0.25945180358148551;1
97;0.61861494370386216;0.43426780641700269;0.43478578252903366;0.4380002263434063;1
98;0.61963032647943184;0.40872803118913686;0.40565570356434677;0.39538032906755932;1
99;0.62817786730287417;0.24514107728050022;0.24202387085899985;0.24037270513003473;1
100;0.62838169183793324;0.25001229667342678;0.24983091153672277;0.25847568975303731;1
101;0.62734947951359721;0.42081164720337533;0.42535001552070073;0.42169426353867717;1
102;0.62306355442776695;0.42849153129041923;0.42635791849681876;0.41479414854447416;1
103;0.62923999882501702;0.2472559905754714;0.24047368242263281;0.23917593721776104;1
104;0.63252924063390681;0.25642061485367978;0.25907033380944827;0.2489052863545736;1
105;0.62225573608698226;0.43092994591167688;0.42880755281725397;0.43150402051959563;1
106;0.60974951140372213;0.40921234820363511;0.41045960476220789;0.41244549151663706;1
107;0.62281859099572345;0.25463107283485803;0.25413927602090808;0.24916894928524638;1
108;0.62689695164676873;0.25281722146781821;0.25018620201067904;0.24176020792832703;1
109;0.62977480448581435;0.43392747554194988;0.43374609040524592;0.43220899161791937;1
110;0.6189964134758994;0.41529903500746462;0.41596660710852978;0.42223467904906331;1
111;0.63542018312199289;0.24664451697029405;0.24130581011163563;0.24172093898120556;1
112;0.62807875996013895;0.25665435858654578;0.25639817545532467;0.25338381627628531;1
113;0.62341884490172328;0.41821241689390592;0.41693150123780048;0.4155813974367667;1
114;0.61029553676369697;0.41168629187228839;0.40872616123927397;0.40598481474022202;1
115;0.62503261163342982;0.25491717516388596;0.2497243243945359;0.25429074195980522;2
116;0.6292867475715902;0.25939944498532358;0.25576987230138098;0.26329455054980183;2
117;0.61835128077318935;0.43170971500451771;0.42972569819995143;0.43062701403388259;2
118;0.61444308555967053;0.40704881621222783;0.4064373426070505;0.41490073568666103;2
119;0.62037269657501415;0.24385081187508015;0.24366568683865031;0.24023993868976687;2
120;0.63071538926686699;0.24975424359234275;0.25358577086148149;0.25513408934798559;2
121;0.62242777147437156;0.43035961120348393;0.4242430052018476;0.4242504850012993;2
122;0.62038204632432881;0.42468244341963557;0.42707223934445709;0.42040586808312003;2
123;0.62784501622727296;0.24480074640544738;0.24771786819161454;0.24723355117711626;2
124;0.62651361192486854;0.25578296195042149;0.25562588616193554;0.25982392360420814;2
125;0.62541782130519297;0.43341510927950772;0.43446976100219892;0.4265093844357159;2
126;0.61727605960200593;0.41677629539917749;0.41200044344926029;0.42180459058058994;2
127;0.62655662077171581;0.24860048452691638;0.24459879182025121;0.24738314716615048;2
128;0.63031708994606339;0.24715688323273624;0.24561043469609506;0.24627613684729732;2
129;0.62572823298243896;0.42656922283132959;0.42747988841457535;0.41765891173447933;2
130;0.6112436013442013;0.41210703059144715;0.41159279437914204;0.40898608427022087;2
131;0.61789127310690917;0.23623450608337584;0.23241045861368878;0.23132588769319076;2
132;0.6306649006205679;0.26402383099634363;0.26371154936923474;0.26357691297910391;2
133;0.61714890301132685;0.42794550593044434;0.42555010015603401;0.42010854605491454;2
134;0.61345014218245597;0.41484089729104734;0.41790948501611164;0.40982008190908664;2
135;0.6153705806916826;0.24389756062165335;0.24299437483785929;0.23788567181234094;2
136;0.62518594752218992;0.25158118460842305;0.25672541668133703;0.2451055482331046;2
137;0.62198833325658365;0.43773656341273348;0.43564034961639159;0.42912170439422581;2
138;0.62409950665182889;0.41062603030000844;0.4138105549165742;0.40578099020516289;2
139;0.62430707108661387;0.2429214467932051;0.24355161989701174;0.23885430584133746;2
140;0.63379332674124589;0.26302901766926612;0.26233152637039409;0.26208469298848769;2
141;0.62478764820138633;0.43204069613025586;0.4263466987976412;0.42119685687513847;2
142;0.61752850283350114;0.42145304000635953;0.41772249002981887;0.42706662949486834;2
143;0.61999496670270271;0.22989163614832525;0.23402983519498413;0.23237866946601901;2
144;0.62753647449988992;0.25666744823558624;0.25774640930649551;0.26066166114279971;2
145;0.62098043028046557;0.42702549059788392;0.42759208540635102;0.42715638708828885;2
146;0.61545659838537736;0.41663230925973205;0.41652946201727103;0.40421958206961833;2
